StudentID,gender,height,religion,major,salary
490824,Male,178,Protestant,Political Science,58613
594278,Female,167,Catholic,Biology,33693
812467,Female,159,Protestant,Biology,38480
641978,Female,158,Muslim,Social Sciences,28125
234038,Male,189,Other,Environmental Sciences,44726
808052,Female,171,Catholic,Environmental Sciences,33235
794258,Male,181,Catholic,Mathematics and Statistics,44989
442445,Female,164,Orthodox,Biology,47760
244176,Male,180,Protestant,Mathematics and Statistics,56157
813501,Female,171,Orthodox,Biology,49111
164390,Female,151,Orthodox,Economics and Finance,38211
768807,Female,167,Protestant,Economics and Finance,39261
245154,Female,158,Other,Biology,36709
917474,Male,184,Protestant,Environmental Sciences,36534
848175,Female,156,Catholic,Economics and Finance,38798
272096,Male,182,Catholic,Economics and Finance,67358
526366,Male,173,Protestant,Biology,53835
769418,Male,173,Protestant,Environmental Sciences,31812
728190,Male,179,Protestant,Environmental Sciences,40203
882176,Male,175,Other,Social Sciences,37437
602889,Male,185,Catholic,Political Science,45259
547699,Female,163,Catholic,Political Science,38608
495560,Male,187,Orthodox,Political Science,34468
158550,Male,180,Catholic,Economics and Finance,53340
846250,Female,168,Catholic,Environmental Sciences,33423
460655,Male,167,Other,Biology,48746
488797,Female,158,Orthodox,Biology,41847
299439,Female,156,Other,Environmental Sciences,35107
691147,Male,163,Catholic,Economics and Finance,39086
794662,Male,167,Catholic,Economics and Finance,45894
658736,Male,174,Other,Mathematics and Statistics,43379
548221,Female,170,Protestant,Economics and Finance,39415
750403,Male,178,Other,Mathematics and Statistics,53052
716746,Male,193,Muslim,Environmental Sciences,31932
550241,Male,174,Other,Mathematics and Statistics,60086
325636,Female,145,Other,Environmental Sciences,30973
346619,Male,190,Catholic,Economics and Finance,49528
444615,Female,151,Protestant,Social Sciences,36601
330295,Male,187,Other,Environmental Sciences,37542
640804,Male,171,Other,Environmental Sciences,34055
232341,Male,174,Other,Mathematics and Statistics,36558
159390,Female,178,Catholic,Biology,47227
684695,Male,174,Other,Economics and Finance,57766
519924,Male,179,Orthodox,Economics and Finance,39994
483258,Male,176,Catholic,Economics and Finance,49221
878293,Male,168,Protestant,Mathematics and Statistics,54146
618417,Male,184,Muslim,Economics and Finance,47311
290462,Male,187,Catholic,Environmental Sciences,37692
311317,Male,177,Protestant,Social Sciences,21722
195489,Male,183,Orthodox,Political Science,48126
621166,Female,165,Catholic,Environmental Sciences,34812
358344,Female,162,Other,Biology,42364
943870,Male,180,Catholic,Environmental Sciences,47902
324756,Male,171,Protestant,Mathematics and Statistics,44369
596678,Male,184,Other,Economics and Finance,41541
321349,Male,178,Catholic,Economics and Finance,57427
869069,Male,179,Catholic,Mathematics and Statistics,50330
532938,Female,160,Protestant,Political Science,31012
195754,Female,173,Protestant,Economics and Finance,39911
957866,Male,188,Protestant,Biology,61261
529167,Male,169,Protestant,Economics and Finance,60101
492136,Female,170,Muslim,Biology,38189
659921,Male,198,Catholic,Mathematics and Statistics,70325
303136,Female,160,Catholic,Biology,52692
127324,Female,168,Other,Social Sciences,28059
901238,Female,165,Catholic,Biology,36275
532690,Female,170,Orthodox,Social Sciences,38738
801132,Female,160,Muslim,Political Science,35632
637550,Female,161,Other,Mathematics and Statistics,37710
681197,Female,171,Catholic,Biology,41375
394428,Male,179,Other,Political Science,45048
198288,Female,170,Other,Biology,38492
275274,Female,159,Catholic,Biology,38747
750960,Male,175,Other,Economics and Finance,52367
730186,Female,165,Other,Biology,43287
918190,Male,178,Protestant,Mathematics and Statistics,45677
634784,Female,162,Catholic,Political Science,35091
511967,Male,182,Protestant,Mathematics and Statistics,54681
948960,Male,177,Other,Economics and Finance,54335
216220,Female,161,Other,Social Sciences,32462
587107,Female,164,Catholic,Political Science,43318
618746,Male,178,Protestant,Social Sciences,40899
260610,Male,198,Catholic,Mathematics and Statistics,45540
627885,Male,192,Other,Mathematics and Statistics,49456
337569,Male,185,Orthodox,Biology,61820
935907,Male,191,Catholic,Biology,53906
127622,Female,156,Protestant,Political Science,30327
914981,Male,182,Catholic,Biology,50671
334935,Male,156,Catholic,Mathematics and Statistics,46329
251170,Male,197,Catholic,Economics and Finance,53206
474850,Female,163,Protestant,Environmental Sciences,29676
169340,Female,164,Other,Political Science,28321
205242,Female,155,Protestant,Mathematics and Statistics,33260
540967,Male,195,Other,Social Sciences,40112
832270,Male,183,Catholic,Mathematics and Statistics,65013
396355,Male,157,Other,Biology,37626
701439,Male,163,Other,Environmental Sciences,37065
409582,Female,179,Other,Biology,50790
652632,Male,179,Other,Biology,45584
173432,Male,180,Other,Economics and Finance,49768
930584,Female,161,Catholic,Biology,43315
304871,Male,185,Protestant,Biology,50496
355031,Male,177,Catholic,Environmental Sciences,46435
366237,Male,175,Protestant,Social Sciences,27488
189725,Male,194,Catholic,Environmental Sciences,41135
392417,Female,152,Orthodox,Political Science,28820
359665,Male,173,Other,Economics and Finance,46462
690399,Male,167,Protestant,Political Science,55883
355269,Female,168,Protestant,Environmental Sciences,30606
245697,Male,180,Catholic,Environmental Sciences,42793
182816,Female,166,Protestant,Environmental Sciences,38530
606531,Female,161,Other,Political Science,20691
555871,Male,180,Other,Political Science,44242
575895,Female,165,Protestant,Biology,46576
599667,Male,180,Catholic,Economics and Finance,72787
579097,Female,168,Protestant,Biology,39136
362425,Male,175,Protestant,Biology,53512
802716,Female,160,Protestant,Social Sciences,26032
188492,Male,193,Other,Mathematics and Statistics,43797
520250,Male,188,Catholic,Environmental Sciences,34485
884495,Male,183,Catholic,Economics and Finance,36806
616453,Male,187,Catholic,Environmental Sciences,37657
912000,Female,163,Catholic,Biology,52684
391689,Male,173,Catholic,Mathematics and Statistics,56954
425533,Male,178,Orthodox,Social Sciences,36923
794953,Male,185,Catholic,Environmental Sciences,42623
229811,Female,164,Catholic,Biology,48098
842519,Male,170,Protestant,Economics and Finance,39034
522651,Female,166,Other,Social Sciences,33511
681365,Male,190,Catholic,Mathematics and Statistics,39112
120552,Female,157,Catholic,Environmental Sciences,34968
781388,Male,184,Protestant,Economics and Finance,55899
261700,Male,178,Protestant,Environmental Sciences,39790
599119,Male,189,Catholic,Economics and Finance,45135
199974,Male,177,Muslim,Environmental Sciences,39359
463967,Male,191,Other,Mathematics and Statistics,50392
748383,Male,169,Protestant,Environmental Sciences,38183
299659,Male,190,Protestant,Political Science,39726
149335,Female,164,Catholic,Environmental Sciences,34279
117780,Female,171,Other,Biology,38656
786487,Male,181,Protestant,Mathematics and Statistics,56148
537342,Male,179,Protestant,Environmental Sciences,48129
336421,Male,183,Other,Mathematics and Statistics,40152
337893,Male,176,Protestant,Political Science,38296
403577,Male,179,Other,Political Science,50765
111742,Male,186,Protestant,Economics and Finance,46779
657755,Male,190,Catholic,Economics and Finance,35881
907903,Male,186,Catholic,Political Science,30375
913374,Male,169,Catholic,Mathematics and Statistics,38423
648608,Female,165,Protestant,Environmental Sciences,29892
679734,Male,173,Catholic,Environmental Sciences,43442
896546,Male,191,Protestant,Mathematics and Statistics,58612
224270,Male,176,Orthodox,Political Science,23091
797792,Male,186,Catholic,Environmental Sciences,42389
865842,Male,178,Other,Mathematics and Statistics,47001
712039,Female,168,Catholic,Economics and Finance,42108
813853,Male,192,Orthodox,Biology,54410
480495,Male,184,Catholic,Economics and Finance,44606
882907,Male,175,Other,Biology,47577
767937,Female,168,Catholic,Social Sciences,34317
677171,Male,185,Protestant,Biology,61068
758545,Female,168,Catholic,Environmental Sciences,35207
242831,Female,178,Catholic,Biology,41079
482774,Male,185,Other,Biology,43245
370856,Male,177,Other,Social Sciences,32334
759358,Female,180,Other,Biology,46319
775457,Male,180,Orthodox,Mathematics and Statistics,41164
326380,Male,182,Other,Biology,62479
793640,Male,175,Catholic,Mathematics and Statistics,40218
159551,Female,167,Catholic,Biology,45002
381343,Male,189,Catholic,Political Science,29431
450126,Male,173,Protestant,Biology,46337
206222,Male,181,Other,Environmental Sciences,32372
308916,Male,177,Other,Economics and Finance,50001
292619,Male,192,Catholic,Environmental Sciences,37136
146635,Female,169,Protestant,Mathematics and Statistics,41919
675685,Female,168,Catholic,Political Science,37804
149982,Male,201,Orthodox,Environmental Sciences,33291
841869,Male,185,Protestant,Mathematics and Statistics,47977
631079,Male,167,Protestant,Environmental Sciences,46910
266916,Female,159,Protestant,Biology,43247
114130,Male,186,Protestant,Biology,50342
144309,Male,178,Orthodox,Environmental Sciences,40988
394142,Male,170,Catholic,Biology,44875
823214,Male,178,Protestant,Mathematics and Statistics,53315
329855,Female,157,Catholic,Social Sciences,32343
601421,Male,197,Catholic,Environmental Sciences,40461
192380,Male,173,Other,Mathematics and Statistics,41373
334855,Male,183,Protestant,Biology,56717
206514,Male,186,Protestant,Biology,49373
360136,Male,184,Catholic,Economics and Finance,43434
162969,Female,160,Other,Biology,39338
443431,Female,170,Muslim,Biology,34871
659582,Male,186,Other,Biology,52434
496263,Male,186,Catholic,Mathematics and Statistics,46116
189421,Female,164,Other,Political Science,41282
309801,Male,164,Protestant,Biology,51416
302889,Male,187,Other,Environmental Sciences,43894
600996,Male,171,Other,Economics and Finance,47258
988603,Male,187,Catholic,Economics and Finance,49605
275014,Female,174,Catholic,Political Science,41430
491938,Female,168,Other,Political Science,37306
683129,Female,169,Other,Political Science,21000
808356,Female,166,Catholic,Political Science,34035
271433,Male,181,Other,Social Sciences,46247
360430,Female,164,Orthodox,Political Science,30327
936548,Female,161,Other,Biology,49043
952649,Male,164,Catholic,Political Science,37820
153149,Male,169,Other,Biology,53242
658589,Female,173,Catholic,Social Sciences,37894
456552,Female,159,Other,Biology,41158
497075,Female,162,Catholic,Social Sciences,27408
462992,Male,192,Catholic,Economics and Finance,59288
266076,Male,168,Catholic,Biology,42951
644759,Male,167,Catholic,Mathematics and Statistics,51017
166592,Male,170,Other,Biology,45943
669688,Male,187,Catholic,Environmental Sciences,37029
643415,Male,174,Other,Biology,43794
547207,Male,179,Other,Mathematics and Statistics,50363
639622,Male,167,Protestant,Economics and Finance,57010
190974,Female,164,Other,Biology,48552
783666,Male,189,Other,Biology,56960
677803,Male,170,Other,Political Science,37224
193226,Female,164,Catholic,Political Science,53909
197837,Male,186,Other,Biology,55660
969474,Female,159,Other,Biology,51964
531911,Female,156,Catholic,Economics and Finance,37246
943833,Male,188,Other,Economics and Finance,38433
706855,Female,171,Catholic,Mathematics and Statistics,45241
125812,Male,171,Orthodox,Mathematics and Statistics,43564
436950,Male,178,Other,Biology,51688
626662,Male,173,Catholic,Biology,36259
499777,Male,187,Other,Economics and Finance,31971
219503,Female,172,Other,Political Science,39981
644535,Male,182,Other,Mathematics and Statistics,53344
640593,Male,184,Catholic,Social Sciences,24186
580326,Male,186,Catholic,Economics and Finance,46063
170052,Male,178,Protestant,Biology,64593
947879,Male,194,Orthodox,Environmental Sciences,35217
880649,Female,166,Protestant,Biology,46960
903420,Male,180,Other,Mathematics and Statistics,30854
503783,Female,177,Other,Social Sciences,21454
751742,Female,159,Protestant,Environmental Sciences,34347
211557,Male,174,Protestant,Mathematics and Statistics,48393
459508,Female,162,Other,Social Sciences,24289
712519,Male,170,Other,Political Science,48773
199151,Male,191,Catholic,Economics and Finance,39831
222331,Female,183,Protestant,Social Sciences,27885
217013,Female,168,Catholic,Environmental Sciences,27686
307406,Male,185,Catholic,Social Sciences,30038
427905,Male,184,Other,Economics and Finance,55056
680715,Male,177,Catholic,Mathematics and Statistics,48381
499198,Male,196,Catholic,Biology,39093
551154,Male,175,Other,Biology,52645
615026,Male,181,Other,Environmental Sciences,42091
668585,Female,152,Catholic,Social Sciences,33078
312855,Male,171,Other,Biology,60188
